,ID,Program_Code,From_Grade,To_Grade,Group_State,Is_Non_Annual_,Days,Travel_Type,Departure_Date,Return_Date,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Product_Type,SPR_New_Existing,FPP,Total_Pax,SPR_Group_Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP_to_School_enrollment,FPP_to_PAX,Num_of_Non_FPP_PAX,SchoolSizeIndicator,Retained_in_2012_,NPS_2011,NPS_2010,NPS_2009,NPS_2008,>=_3_FPP_Date,>=_10_FPP_Date,>=_20_FPP_Date,>=_35_FPP_Date
174,175,HD,8.0,8.0,AK,0.0,7.0,A,2011-03-13,2011-03-19,2010-11-01,,2899.0,6.0,2.0,0.4,2010-02-26,2010-09-02,2.0,2.0,2010-02-23,B,Other,5.0,PUBLIC,0.0,6,8.0,334.0,M,0.133,0.0,East Coast,EXISTING,15.0,17.0,2899.0,0.0,,,,,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.04491018,0.882352941,2.0,S,1.0,9.0,9.0,9.0,,2010-10-08,2011-01-06,,
175,176,HD,8.0,8.0,AK,0.0,7.0,A,2011-03-13,2011-03-19,2010-10-15,,2279.0,6.0,1.0,0.857,2010-03-10,2010-09-08,2.0,1.0,2010-03-09,B,Other,5.0,PUBLIC,1.0,7,8.0,388.0,M,0.286,0.0,East Coast,NEW,7.0,8.0,2279.0,2.0,2010-04-27,2010-09-28,320.0,166.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.018041237,0.875,1.0,S-M,1.0,10.0,,,,2010-04-30,,,
176,177,HC,8.0,8.0,CA,0.0,6.0,A,2011-03-13,2011-03-19,2010-11-19,,2049.0,4.0,3.0,0.174,,2010-10-13,2.0,2.0,2010-09-29,B,Southern California,5.0,PUBLIC,1.0,6,8.0,966.0,M,0.087,0.0,East Coast,NEW,23.0,25.0,2049.0,1.0,2010-10-21,2010-10-21,143.0,143.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.023809524,0.92,2.0,L,0.0,9.0,,,,2010-10-27,2010-11-03,2010-11-19,
177,178,HD,8.0,8.0,TN,0.0,3.0,A,2011-03-14,2011-03-16,2010-10-15,,1159.0,12.0,11.0,0.6,,2010-08-16,19.0,2.0,2010-08-16,C,Other,4.0,PUBLIC,1.0,6,6.0,300.0,F,0.1,0.0,East Coast,NEW,20.0,22.0,1159.0,2.0,2010-08-31,2010-09-13,195.0,182.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.066666667,0.909090909,2.0,S,0.0,10.0,,,,2010-08-30,2010-09-12,2011-01-26,
178,179,HN,8.0,8.0,TX,0.0,4.0,A,2011-03-14,2011-03-17,2010-11-01,,2226.0,4.0,2.0,1.0,2010-04-21,2010-09-07,2.0,1.0,2010-04-20,C,Dallas,10.0,PUBLIC,1.0,6,8.0,220.0,G,0.25,0.0,East Coast,NEW,4.0,5.0,2226.0,1.0,2010-05-18,2010-05-18,300.0,300.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.018181818,0.8,1.0,S,0.0,10.0,,,,2010-05-27,,,
179,180,HD,11.0,12.0,IA,1.0,4.0,A,2011-03-14,2011-03-17,2010-10-15,,1249.0,16.0,2.0,0.615,2010-03-11,2010-08-31,5.0,3.0,2010-03-12,B,Other,10.0,PUBLIC,1.0,PK,12.0,465.0,M,0.346,0.0,East Coast,EXISTING,26.0,29.0,1249.0,1.0,2010-09-22,2010-09-22,173.0,173.0,High,High,High->High,March,PK,High,PK->High,H,0.0,0.055913978,0.896551724,3.0,S-M,0.0,10.0,,10.0,,2010-04-28,2010-05-20,2010-06-01,
180,181,HD,7.0,8.0,TX,0.0,4.0,A,2011-03-14,2011-03-17,2010-10-30,,1600.0,9.0,6.0,0.563,,2010-09-10,6.0,1.0,2010-09-08,C,Houston,10.0,PUBLIC,1.0,PK,12.0,276.0,Z,0.0,0.0,East Coast,NEW,16.0,17.0,1600.0,1.0,2010-10-07,2010-10-07,158.0,158.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,0.0,0.057971014,0.941176471,1.0,S,1.0,9.0,,,,2010-10-14,2010-10-14,,
181,182,CD,8.0,8.0,TX,0.0,4.0,A,2011-03-14,2011-03-17,2010-10-15,,1524.0,8.0,1.0,0.444,2010-02-24,2010-08-23,2.0,1.0,2010-02-25,,Houston,10.0,Private non-Christian,1.0,K,12.0,407.0,C,0.222,0.0,East Coast,EXISTING,18.0,19.0,1524.0,1.0,2010-06-01,2010-06-01,286.0,286.0,Middle,Middle,Middle->Middle,March,K,High,K->High,C,1.0,0.044226044,0.947368421,1.0,S-M,1.0,,,,,2010-06-04,2010-06-07,,
182,183,HN,8.0,8.0,TN,0.0,4.0,A,2011-03-14,2011-03-17,2010-09-30,,1749.0,9.0,2.0,0.692,2010-01-22,2010-08-23,5.0,2.0,2010-01-20,C,Other,10.0,PUBLIC,1.0,6,8.0,800.0,D,0.077,0.0,East Coast,EXISTING,13.0,15.0,1749.0,2.0,2010-02-08,2010-09-23,399.0,172.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.01625,0.866666667,2.0,M-L,0.0,10.0,,10.0,9.0,2010-05-29,2010-12-08,,
183,184,HN,7.0,9.0,TX,0.0,4.0,A,2011-03-14,2011-03-17,2010-10-15,,1799.0,7.0,3.0,1.0,2010-04-01,2010-08-11,2.0,2.0,2010-03-26,B,Dallas,10.0,PUBLIC,1.0,7,8.0,269.0,K,0.143,0.0,East Coast,EXISTING,7.0,9.0,1799.0,2.0,2010-05-25,2010-10-05,293.0,160.0,Middle,High,Middle->High,March,Middle,Middle,Middle->Middle,H,0.0,0.026022305,0.777777778,2.0,S,1.0,10.0,10.0,,,2010-05-27,,,
184,185,SM,,,TX,0.0,4.0,A,2011-03-14,2011-03-17,2010-11-19,,2217.0,6.0,5.0,0.857,,2010-10-22,8.0,1.0,2010-10-20,C,Dallas,7.0,PUBLIC,1.0,7,9.0,977.0,H,0.0,0.0,Science,NEW,7.0,8.0,2217.0,1.0,2010-11-04,2010-11-04,130.0,130.0,Undefined,Undefined,Undefined->Undefined,March,Middle,High,Middle->High,S,0.0,0.00716479,0.875,1.0,L,0.0,10.0,,,,2010-11-09,,,
185,186,HD,7.0,8.0,TX,0.0,5.0,A,2011-03-14,2011-03-18,2010-10-15,,1414.0,23.0,9.0,0.742,2010-03-05,2010-08-12,8.0,4.0,2010-03-04,B,Houston,5.0,PUBLIC,1.0,6,8.0,1019.0,O,0.258,0.0,East Coast,EXISTING,31.0,35.0,1414.0,1.0,2010-09-09,2010-09-09,186.0,186.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0.0,0.030421982,0.885714286,4.0,L,0.0,10.0,10.0,10.0,10.0,2010-03-23,2010-05-31,2010-06-30,
186,187,HD,7.0,8.0,TX,0.0,5.0,A,2011-03-14,2011-03-18,2010-10-26,,1651.0,9.0,3.0,0.529,2010-04-28,2010-08-30,4.0,4.0,2010-03-24,B,Dallas,10.0,PUBLIC,0.0,7,8.0,525.0,L,0.118,0.0,East Coast,EXISTING,17.0,21.0,1651.0,0.0,,,,,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0.0,0.032380952,0.80952381,4.0,S-M,1.0,,,,9.0,2010-09-29,2010-10-08,,
187,188,HD,7.0,8.0,AZ,0.0,5.0,A,2011-03-14,2011-03-18,2010-10-01,,1615.0,11.0,2.0,0.579,2010-02-19,2010-08-16,2.0,2.0,2010-02-19,B,Other,10.0,PUBLIC,1.0,K,8.0,400.0,I,0.053,0.0,East Coast,EXISTING,19.0,21.0,1615.0,1.0,2010-08-24,2010-08-24,202.0,202.0,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0.0,0.0475,0.904761905,2.0,S-M,1.0,10.0,10.0,10.0,,2010-09-16,2010-09-28,,
188,189,HD,8.0,8.0,TX,0.0,5.0,A,2011-03-14,2011-03-18,2010-11-01,,1638.0,14.0,3.0,0.5,2010-04-02,2010-08-26,4.0,2.0,2010-03-23,B,Dallas,10.0,PUBLIC,1.0,6,8.0,853.0,O,0.286,0.0,East Coast,EXISTING,28.0,30.0,1638.0,2.0,2010-05-11,2010-08-30,307.0,196.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.032825322,0.933333333,2.0,L,1.0,10.0,10.0,10.0,,2010-05-15,2010-05-29,2010-06-01,
189,190,HD,8.0,8.0,TX,0.0,5.0,A,2011-03-14,2011-03-18,2010-10-08,FR,1576.0,25.0,6.0,0.676,2010-05-14,2010-08-26,10.0,4.0,2010-05-06,D,Houston,10.0,PUBLIC,1.0,6,8.0,620.0,A,0.081,0.0,East Coast,EXISTING,37.0,41.0,1576.0,1.0,2010-09-08,2010-09-08,187.0,187.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.059677419,0.902439024,4.0,M-L,1.0,10.0,9.0,,,2010-09-15,2010-09-16,2010-09-21,2010-09-29
190,191,HD,8.0,,TX,0.0,5.0,A,2011-03-14,2011-03-18,2010-10-08,,1576.0,15.0,2.0,0.75,2010-05-14,2010-08-31,4.0,2.0,2010-05-06,D,Houston,5.0,PUBLIC,1.0,6,8.0,620.0,A,0.05,0.0,East Coast,EXISTING,20.0,22.0,1576.0,1.0,2010-09-08,2010-09-08,187.0,187.0,Middle,Undefined,Middle->Undefined,March,Middle,Middle,Middle->Middle,H,0.0,0.032258065,0.909090909,2.0,M-L,1.0,10.0,9.0,,,2010-09-21,2010-10-04,2011-01-20,
191,192,HN,8.0,8.0,CA,0.0,5.0,A,2011-03-14,2011-03-19,2010-10-22,,2550.0,17.0,8.0,0.63,2010-03-24,2010-08-16,9.0,3.0,2010-03-19,B,Southern California,5.0,PUBLIC,1.0,6,8.0,1138.0,N,0.185,0.0,East Coast,EXISTING,27.0,30.0,2550.0,1.0,2010-09-15,2010-09-15,180.0,180.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.023725835,0.9,3.0,L,1.0,10.0,10.0,10.0,10.0,2010-04-20,2010-03-31,2010-04-02,
192,193,HN,8.0,8.0,CA,0.0,6.0,A,2011-03-14,2011-03-19,2010-10-22,,2550.0,4.0,0.0,1.0,2010-03-24,2010-08-18,0.0,0.0,2010-03-19,B,Southern California,5.0,PUBLIC,0.0,6,8.0,958.0,O,0.0,0.0,East Coast,EXISTING,4.0,4.0,2550.0,0.0,,,,,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.004175365,1.0,0.0,L,1.0,,,,,2010-05-31,,,
193,194,HD,7.0,8.0,OK,1.0,3.0,A,2011-03-15,2011-03-17,2010-10-09,,1399.0,14.0,3.0,0.609,2010-03-31,2010-08-23,5.0,2.0,2010-03-29,,Other,10.0,Catholic,1.0,PK,8.0,220.0,E,0.391,0.0,East Coast,EXISTING,23.0,25.0,1399.0,1.0,2010-09-09,2010-09-09,187.0,187.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0.0,0.104545455,0.92,2.0,S,0.0,,,10.0,,2010-05-11,2010-06-01,2010-09-29,
194,195,HD,8.0,12.0,MS,0.0,3.0,A,2011-03-15,2011-03-17,2010-11-19,SA,1269.0,0.0,0.0,0.0,,2010-09-22,3.0,8.0,2010-09-22,D,Other,4.0,PUBLIC,1.0,3,6.0,500.0,B,0.0,0.0,East Coast,NEW,43.0,51.0,1269.0,1.0,2010-10-15,2010-10-15,151.0,151.0,Middle,High,Middle->High,March,Elementary,Middle,Elementary->Middle,H,0.0,0.086,0.843137255,8.0,S-M,0.0,10.0,,,,2011-01-03,2011-01-03,2011-01-03,2011-01-03
195,196,HD,7.0,8.0,TN,0.0,3.0,A,2011-03-15,2011-03-17,2010-11-09,,1249.0,8.0,1.0,0.421,,2010-08-06,1.0,1.0,2010-08-06,,Other,2.0,Private non-Christian,1.0,PK,8.0,245.0,A,0.053,0.0,East Coast,NEW,19.0,20.0,1249.0,1.0,2010-09-30,2010-09-30,166.0,166.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0.0,0.07755102,0.95,1.0,S,0.0,10.0,,,10.0,2010-09-18,2010-10-14,,
196,197,HD,7.0,10.0,TX,0.0,4.0,A,2011-03-15,2011-03-18,2010-11-01,,1600.0,15.0,6.0,0.882,2010-03-12,2010-08-11,8.0,2.0,2010-03-12,C,Dallas,10.0,PUBLIC,1.0,7,8.0,198.0,F,0.294,0.0,East Coast,NEW,17.0,19.0,1600.0,1.0,2010-09-01,2010-09-01,195.0,195.0,Middle,High,Middle->High,March,Middle,Middle,Middle->Middle,H,0.0,0.085858586,0.894736842,2.0,S,1.0,10.0,,,,2010-04-13,2010-04-19,,
197,198,HY,7.0,8.0,TX,1.0,4.0,A,2011-03-15,2011-03-18,2010-10-01,,1585.0,31.0,13.0,0.738,2010-04-12,2010-09-30,15.0,3.0,2010-04-09,B,Dallas,10.0,PUBLIC,1.0,6,8.0,379.0,N,0.333,0.0,East Coast,NEW,42.0,45.0,1585.0,1.0,2010-05-04,2010-05-04,315.0,315.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0.0,0.110817942,0.933333333,3.0,S-M,0.0,10.0,,,,2010-05-12,2010-05-17,2010-05-24,2010-06-01
198,199,HD,6.0,6.0,TX,0.0,4.0,A,2011-03-15,2011-03-18,2010-10-15,CP,1967.0,6.0,0.0,0.546,2010-02-04,2010-08-19,0.0,2.0,2010-01-22,,Dallas,4.0,CHD,1.0,PK,6.0,165.0,A,0.364,0.0,East Coast,EXISTING,11.0,13.0,1967.0,1.0,2010-08-17,2010-08-17,210.0,210.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,1.0,0.066666667,0.846153846,2.0,S,1.0,10.0,10.0,10.0,10.0,2010-05-26,2010-10-12,,
199,200,HD,7.0,7.0,LA,0.0,4.0,A,2011-03-15,2011-03-18,2010-11-01,,1290.0,35.0,3.0,0.814,2010-05-11,2010-08-30,3.0,4.0,2010-05-08,,Other,5.0,Private non-Christian,1.0,PK,12.0,700.0,B,0.349,0.0,East Coast,EXISTING,43.0,47.0,1290.0,1.0,2010-09-15,2010-09-15,181.0,181.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1.0,0.061428571,0.914893617,4.0,M-L,0.0,10.0,10.0,,,2010-10-02,2010-10-04,2010-10-10,2010-10-14
200,201,HD,8.0,8.0,LA,0.0,4.0,A,2011-03-15,2011-03-18,2010-10-09,,1489.0,21.0,2.0,0.618,2010-04-30,2010-08-23,4.0,2.0,2010-04-30,,Other,5.0,Catholic,1.0,PK,8.0,482.0,K,0.441,0.0,East Coast,EXISTING,34.0,36.0,1489.0,2.0,2010-05-24,2010-09-20,295.0,176.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,1.0,0.070539419,0.944444444,2.0,S-M,1.0,10.0,10.0,9.0,10.0,2010-05-26,2010-05-28,2010-06-01,
201,202,HD,8.0,8.0,MN,0.0,4.0,A,2011-03-15,2011-03-18,2010-10-15,,1569.0,4.0,6.0,0.667,2010-03-12,2010-08-11,6.0,2.0,2010-03-14,C,Other,10.0,PUBLIC,1.0,6,8.0,512.0,J,0.167,0.0,East Coast,EXISTING,6.0,8.0,1569.0,1.0,2010-09-13,2010-09-13,183.0,183.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.01171875,0.75,2.0,S-M,1.0,10.0,10.0,10.0,10.0,2010-06-07,,,
202,203,HD,5.0,5.0,TX,0.0,4.0,A,2011-03-15,2011-03-18,2010-11-01,,1621.0,26.0,7.0,0.65,2010-02-02,2010-08-11,7.0,3.0,2010-02-01,B,Dallas,4.0,PUBLIC,1.0,K,5.0,820.0,M,0.125,0.0,East Coast,EXISTING,40.0,43.0,1621.0,2.0,2010-03-11,2010-09-28,369.0,168.0,Elementary,Elementary,Elementary->Elementary,March,K,Elementary,K->Elementary,H,1.0,0.048780488,0.930232558,3.0,L,1.0,10.0,10.0,10.0,10.0,2010-03-26,2010-04-01,2010-05-09,2010-08-04
203,204,HD,7.0,8.0,OH,0.0,4.0,B,2011-03-15,2011-03-18,2010-10-05,,489.0,64.0,11.0,0.538,2010-04-15,2010-08-19,12.0,12.0,2010-04-14,C,Other,10.0,PUBLIC,1.0,6,8.0,1016.0,F,0.067,1.0,East Coast,EXISTING,119.0,131.0,489.0,1.0,2010-09-01,2010-09-01,195.0,195.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0.0,0.117125984,0.908396947,12.0,L,1.0,9.0,10.0,9.0,8.0,2010-05-11,2010-05-21,2010-05-28,2010-06-07
204,205,HD,8.0,8.0,TX,0.0,4.0,A,2011-03-15,2011-03-18,2010-10-22,CP,1728.0,3.0,5.0,0.6,2010-03-04,2010-08-30,6.0,2.0,2010-03-03,B,Houston,10.0,PUBLIC,1.0,6,8.0,757.0,O,0.2,0.0,East Coast,NEW,5.0,7.0,1728.0,2.0,2010-05-12,2010-10-06,307.0,160.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.00660502,0.714285714,2.0,M-L,1.0,9.0,,,,2010-05-19,,,
205,206,CD,8.0,8.0,NM,0.0,5.0,A,2011-03-15,2011-03-19,2010-10-22,,1936.0,21.0,6.0,0.724,2010-01-25,2010-08-17,6.0,3.0,2010-01-26,0,Other,5.0,CHD,1.0,PK,12.0,1441.0,I,0.483,0.0,East Coast,EXISTING,29.0,32.0,1936.0,2.0,2010-02-04,2010-09-21,404.0,175.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,C,1.0,0.020124913,0.90625,3.0,L,1.0,10.0,10.0,10.0,10.0,2010-02-13,2010-02-28,2010-05-31,
206,207,HC,8.0,8.0,TX,0.0,5.0,A,2011-03-15,2011-03-19,2010-10-29,,2101.0,12.0,1.0,0.923,2010-05-03,2010-08-19,1.0,1.0,2010-04-01,B,Houston,10.0,PUBLIC,1.0,6,8.0,1019.0,N,0.077,0.0,East Coast,EXISTING,13.0,14.0,2101.0,1.0,2010-09-15,2010-09-15,181.0,181.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.012757605,0.928571429,1.0,L,0.0,10.0,10.0,10.0,8.0,2010-05-31,2010-08-17,,
207,208,HD,8.0,9.0,MI,1.0,3.0,B,2011-03-15,2011-03-19,2010-10-01,,660.0,23.0,12.0,0.479,2010-04-14,2010-08-19,11.0,3.0,2010-04-14,C,Other,2.0,PUBLIC,1.0,7,12.0,430.0,Z,0.083,0.0,East Coast,NEW,48.0,51.0,660.0,1.0,2010-09-02,2010-09-02,194.0,194.0,Middle,High,Middle->High,March,Middle,High,Middle->High,H,0.0,0.111627907,0.941176471,3.0,S-M,0.0,9.0,,,,2010-05-06,2010-04-30,2010-05-07,2010-05-16
208,209,HD,8.0,8.0,TX,0.0,5.0,A,2011-03-15,2011-03-19,2010-10-31,FR,1856.0,10.0,7.0,0.5,2010-04-30,2010-10-08,7.0,2.0,2010-05-01,,Houston,10.0,Catholic,1.0,PK,8.0,357.0,N,0.3,0.0,East Coast,EXISTING,20.0,22.0,1856.0,2.0,2010-05-04,2010-05-16,315.0,303.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,1.0,0.056022409,0.909090909,2.0,S-M,1.0,9.0,7.0,,,2010-05-23,2010-05-31,2010-06-02,
209,210,HC,8.0,12.0,TX,1.0,5.0,A,2011-03-15,2011-03-19,2010-10-31,,2043.0,15.0,10.0,0.577,2010-04-14,2010-08-02,6.0,2.0,2010-04-13,,Dallas,10.0,CHD,1.0,PK,12.0,337.0,C,0.269,0.0,East Coast,NEW,26.0,28.0,2043.0,1.0,2010-04-27,2010-04-27,322.0,322.0,Middle,High,Middle->High,March,PK,High,PK->High,H,0.0,0.077151335,0.928571429,2.0,S,0.0,9.0,,,,2010-05-12,2010-05-27,2010-05-31,
210,211,HD,7.0,8.0,AZ,1.0,5.0,A,2011-03-15,2011-03-19,2010-10-15,,2049.0,4.0,1.0,0.8,2010-02-11,2010-08-27,0.0,1.0,2010-01-27,B,Other,5.0,PUBLIC,1.0,K,8.0,920.0,P,0.2,0.0,East Coast,EXISTING,5.0,6.0,2049.0,1.0,2010-09-16,2010-09-16,180.0,180.0,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0.0,0.005434783,0.833333333,1.0,L,0.0,10.0,10.0,10.0,10.0,2010-06-01,,,
211,212,HC,7.0,8.0,TX,0.0,5.0,A,2011-03-15,2011-03-19,2010-10-22,,2294.0,6.0,0.0,0.667,2010-04-02,2010-09-10,0.0,1.0,2010-03-27,B,Houston,5.0,PUBLIC,0.0,6,8.0,1153.0,Q,0.333,0.0,East Coast,EXISTING,9.0,10.0,2294.0,0.0,,,,,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0.0,0.007805724,0.9,1.0,L,1.0,10.0,9.0,,,2010-10-16,,,
212,213,HN,6.0,8.0,TX,0.0,5.0,A,2011-03-15,2011-03-19,2010-10-30,,2088.0,6.0,1.0,0.429,2010-03-12,2010-03-12,2.0,1.0,2010-03-10,D,Houston,5.0,PUBLIC,1.0,6,8.0,812.0,M,0.5,0.0,East Coast,NEW,14.0,15.0,2088.0,1.0,2010-09-09,2010-09-09,187.0,187.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0.0,0.017241379,0.933333333,1.0,L,0.0,10.0,,10.0,,2010-09-27,2010-10-01,,
213,214,HN,6.0,8.0,TX,0.0,5.0,A,2011-03-15,2011-03-19,2010-10-15,,2049.0,8.0,15.0,0.667,,2010-09-08,20.0,2.0,2010-09-04,C,Dallas,10.0,PUBLIC,1.0,6,8.0,880.0,E,0.5,0.0,East Coast,NEW,12.0,14.0,2049.0,1.0,2010-09-23,2010-09-23,173.0,173.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0.0,0.013636364,0.857142857,2.0,L,1.0,,,,,2010-09-29,2010-10-10,,
214,215,HD,8.0,8.0,IA,0.0,6.0,B,2011-03-15,2011-03-20,2010-11-01,,890.0,27.0,3.0,0.711,2010-05-05,2010-09-03,5.0,4.0,2010-05-06,B,Other,10.0,PUBLIC,1.0,6,8.0,225.0,J,0.132,0.0,East Coast,NEW,38.0,42.0,890.0,1.0,2010-05-20,2010-05-20,299.0,299.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.168888889,0.904761905,4.0,S,1.0,10.0,,,,2010-05-28,2010-06-04,2010-06-09,2010-07-28
215,216,HC,6.0,8.0,HI,1.0,11.0,A,2011-03-15,2011-03-25,2010-06-01,,3479.0,32.0,1.0,0.842,2010-04-13,2010-04-13,1.0,4.0,2010-04-02,,Other,5.0,CHD,1.0,7,12.0,600.0,J,0.237,1.0,East Coast,EXISTING,38.0,42.0,3479.0,1.0,2010-09-09,2010-09-09,187.0,187.0,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,H,0.0,0.063333333,0.904761905,4.0,M-L,1.0,10.0,9.0,,10.0,2010-05-26,2010-05-29,2010-06-02,2010-06-08
216,217,HVP,8.0,8.0,NY,0.0,3.0,B,2011-03-16,2011-03-18,2010-09-28,,439.0,51.0,9.0,0.472,2010-04-20,2010-04-20,13.0,10.0,2010-04-17,C,Other,10.0,PUBLIC,1.0,6,8.0,811.0,L,0.111,0.0,East Coast,NEW,108.0,118.0,439.0,1.0,2010-09-14,2010-09-14,183.0,183.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.133168927,0.915254237,10.0,M-L,0.0,,,,,2010-09-15,2010-09-24,2010-09-26,2010-09-28
217,218,CD,8.0,8.0,TX,1.0,4.0,A,2011-03-16,2011-03-19,2010-10-22,,1573.0,20.0,5.0,0.87,2010-03-04,2010-03-04,5.0,2.0,2010-03-03,,Houston,10.0,Catholic,1.0,PK,8.0,222.0,Q,0.174,0.0,East Coast,NEW,23.0,25.0,1573.0,2.0,2010-09-08,2010-10-13,189.0,154.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1.0,0.103603604,0.92,2.0,S,0.0,10.0,,,9.0,2010-05-20,2010-05-28,2010-10-06,
218,219,SK,7.0,8.0,CA,1.0,5.0,A,2011-03-16,2011-03-20,2010-11-19,,1982.0,8.0,0.0,0.667,2010-03-16,2010-08-26,0.0,1.0,2010-03-14,B,Northern California,7.0,PUBLIC,1.0,6,8.0,313.0,L,0.25,0.0,Science,EXISTING,12.0,13.0,1982.0,1.0,2010-09-14,2010-09-14,183.0,183.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,0.0,0.038338658,0.923076923,1.0,S,1.0,9.0,10.0,10.0,7.0,2010-05-20,2010-10-10,,
219,220,SK,8.0,8.0,TX,0.0,5.0,A,2011-03-16,2011-03-20,2010-11-15,,2075.0,1.0,3.0,0.5,2010-04-07,2010-08-30,4.0,1.0,2010-03-26,C,Houston,7.0,PUBLIC,1.0,6,8.0,1000.0,O,1.0,0.0,Science,EXISTING,2.0,3.0,2075.0,2.0,2010-05-10,2010-09-14,310.0,183.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,1.0,0.002,0.666666667,1.0,L,0.0,10.0,8.0,,,,,,
220,221,HVP,8.0,8.0,MI,0.0,5.0,B,2011-03-16,2011-03-20,2010-10-19,,479.0,32.0,2.0,0.615,,2010-09-08,7.0,3.0,2010-09-08,B,Other,10.0,PUBLIC,1.0,6,8.0,692.0,K,0.154,0.0,East Coast,NEW,52.0,55.0,479.0,1.0,2010-09-21,2010-09-21,176.0,176.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1.0,0.075144509,0.945454545,3.0,M-L,1.0,,,,,2010-09-24,2010-10-06,2010-10-11,2010-10-18
221,222,SK,6.0,8.0,TX,0.0,5.0,A,2011-03-16,2011-03-20,2010-11-15,,1898.0,0.0,4.0,0.0,2010-03-26,2010-03-26,5.0,1.0,2010-03-24,B,Houston,6.0,PUBLIC,1.0,6,8.0,1101.0,Q,0.2,0.0,Science,NEW,5.0,6.0,1898.0,1.0,2010-09-07,2010-09-07,190.0,190.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,0.0,0.004541326,0.833333333,1.0,L,0.0,,,,,2010-09-27,,,
222,223,CVP,7.0,8.0,GA,0.0,3.0,B,2011-03-16,2011-03-20,2010-10-20,,459.0,15.0,4.0,0.484,,2010-09-10,4.0,1.0,2010-09-09,,Other,2.0,CHD,0.0,PK,8.0,760.0,P,0.065,0.0,East Coast,NEW,31.0,32.0,459.0,0.0,,,,,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,0.0,0.040789474,0.96875,1.0,M-L,0.0,10.0,,,,2010-09-30,2010-10-13,2010-10-19,
